,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]",output
1202,3,10,3,4,3.3,2,5,3.3,10,0,0,2,1,0,1,3,2,2,3,2.3,1.3,1.0,2.0,2,0,0,0,3,1,0,1,2.3,0.3,0.0,0.7,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,1,1,0,0,0,0,2,2,0,0,0,0,0,0,7,4,2,5,3,1,0,7,4,3,1,3,1,1,0,1,0,0,3,7,8,4
1997,2,8,4,6,5.0,3,5,4.0,10,0,0,2,2,1,1,3,3,2,2,2.5,2.5,1.5,1.5,2,2,0,0,2,2,1,1,2.0,2.0,0.5,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,5,5,6,6,4,4,6,6,4,4,5,5,4,4,1,0,0,1,1,2,4
7626,2,7,3,10,6.5,3,4,3.5,13,2,1,1,1,1,3,3,1,8,9,2.0,1.0,4.5,6.0,0,0,0,0,3,1,7,2,1.5,0.5,3.5,1.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,2,1,3,1,2,1,5,2,1,0,2,0,1,0,0,0,0,0,1,1,5
2772,3,12,3,5,4.0,3,6,4.0,12,1,0,1,1,2,2,2,2,4,5,1.7,1.7,2.7,3.3,0,0,0,0,2,2,4,0,1.0,1.0,2.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,7,4,1,6,4,1,0,8,4,2,0,3,2,0,0,1,3,1,3,3,1,4
9412,5,16,3,4,3.8,2,4,3.2,19,2,1,2,0,0,0,3,3,2,4,2.6,1.6,1.4,2.2,1,0,0,0,3,2,1,1,2.4,0.6,0.6,0.2,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,2,2,3,3,2,2,1,1,0,0,0,0,0,0,10,8,5,10,5,6,3,7,3,2,1,3,0,1,0,0,0,7,0,9,9,5
6039,3,14,4,6,4.7,3,6,4.7,14,2,1,1,3,0,1,3,4,4,2,2.3,3.7,2.0,1.3,0,1,0,0,3,4,0,1,2.0,2.3,0.0,0.3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,0,0,0,0,1,1,1,1,0,0,0,0,10,10,7,8,6,4,3,9,7,7,5,5,4,3,2,2,1,0,2,0,9,2
7946,2,7,4,5,4.5,3,4,3.5,9,0,0,2,3,1,1,2,3,1,2,2.0,3.0,1.0,1.5,1,2,0,0,2,2,1,1,1.5,2.0,0.5,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,4,6,3,3,2,2,1,6,3,5,2,2,1,1,0,0,1,1,2,2,3,5
6449,3,14,3,5,4.0,3,7,4.7,12,0,0,1,1,2,1,3,2,4,3,2.0,1.7,3.0,2.3,1,0,2,0,3,0,3,0,1.7,0.0,2.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,5,2,12,9,4,2,6,4,2,1,4,3,1,1,0,3,3,9,9,1,4
7762,6,23,3,7,4.3,2,5,3.8,26,1,1,1,1,0,2,3,7,2,5,2.0,3.0,1.5,2.7,0,0,0,0,3,7,2,0,1.5,2.3,0.5,0.0,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,5,4,3,2,2,0,0,0,0,0,0,0,0,0,0,14,16,7,10,5,7,2,14,7,10,3,5,1,5,1,3,2,0,3,0,4,4
7362,3,10,3,5,4.3,2,4,3.3,13,2,1,1,0,1,1,5,4,2,5,2.7,1.7,1.7,2.7,1,0,0,0,5,4,2,0,2.3,1.3,0.7,0.0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,4,3,5,4,2,2,7,4,3,2,4,3,2,2,0,0,0,0,7,7,5
1659,2,5,3,4,3.5,2,3,2.5,7,1,1,2,2,1,0,2,4,2,1,2.0,3.0,1.5,0.5,0,0,0,0,2,4,1,0,1.0,2.0,0.5,0.0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,1,3,2,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2
186,4,22,3,6,4.2,4,6,5.5,17,1,0,2,2,2,2,4,3,3,3,2.8,2.2,2.5,2.5,0,0,0,0,3,3,3,0,1.8,1.2,1.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,13,11,5,17,10,7,3,13,6,6,1,9,4,3,0,1,3,4,2,7,0,4
6752,3,9,5,5,5.0,2,4,3.0,15,0,0,2,0,1,1,4,2,4,3,3.3,1.0,2.3,2.3,0,0,1,0,4,1,4,0,2.3,0.7,2.0,0.0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,1,3,2,2,1,0,0,0,0,0,0,0,0,6,4,2,7,4,4,2,6,4,2,1,4,2,2,1,0,3,3,3,9,4,2
4228,2,8,4,4,4.0,3,5,4.0,8,2,1,2,1,1,2,4,2,3,4,3.0,1.5,2.0,3.0,2,0,0,0,4,1,1,0,3.0,0.5,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,2,3,1,3,1,5,2,3,1,1,0,1,0,0,0,2,0,0,0,5
5030,3,17,3,5,3.7,4,8,5.7,11,2,1,1,1,2,1,5,2,2,3,2.7,1.7,2.0,2.3,1,0,0,0,5,2,0,0,2.7,1.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,9,6,9,7,4,2,10,7,4,2,5,4,1,0,0,0,2,0,4,1,5
44,4,16,4,5,4.5,3,6,4.0,18,1,1,2,2,1,1,4,4,3,3,2.5,3.5,2.0,2.2,0,0,0,0,4,4,1,0,1.5,2.2,0.8,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,2,2,1,0,0,0,0,0,0,0,0,8,9,3,12,6,6,2,9,3,5,1,6,1,3,0,1,4,0,8,0,22,4
2227,5,28,3,8,6.2,3,7,5.6,31,2,0,1,2,3,2,3,6,6,5,2.6,3.8,4.6,3.4,1,1,0,0,3,5,1,1,2.4,3.2,0.4,0.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,1,1,1,1,19,19,14,19,11,14,10,17,11,10,6,11,6,8,5,1,6,4,22,17,0,4
8296,5,17,3,6,5.2,2,4,3.4,26,2,1,1,2,0,1,4,6,3,6,2.6,3.2,1.8,3.0,0,0,0,0,3,6,2,0,1.8,2.4,1.0,0.0,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,2,2,0,0,0,0,0,0,0,0,12,13,9,9,7,6,4,8,5,7,5,2,1,2,1,2,5,0,15,0,9,4
6802,3,14,4,6,5.0,4,6,4.7,15,1,0,1,2,2,2,3,5,3,4,2.3,3.7,2.3,3.0,0,1,0,0,3,5,1,2,1.3,2.7,0.3,0.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,1,1,1,1,0,0,0,0,10,11,7,9,6,6,3,8,6,6,4,5,3,3,1,1,1,2,4,2,17,2
6683,2,7,4,5,4.5,3,4,3.5,9,0,0,1,1,1,2,4,2,2,3,2.5,1.5,1.5,2.5,1,0,0,0,4,1,1,2,2.5,0.5,0.5,1.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,5,3,1,4,3,1,0,5,3,3,1,2,1,1,0,0,1,1,1,3,3,4
7939,3,17,3,7,4.7,4,7,5.7,14,1,0,1,2,2,2,3,3,3,3,2.3,2.7,2.7,2.7,1,2,0,0,2,3,3,0,1.3,2.3,1.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,10,14,9,10,5,8,5,10,5,8,4,5,2,4,2,1,5,3,5,1,0,4
9834,3,10,4,5,4.7,3,4,3.3,14,1,1,1,4,0,1,4,4,2,3,2.7,4.0,1.0,1.7,0,2,0,0,3,4,0,0,1.3,3.3,0.0,0.0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,1,2,0,4,2,2,0,1,0,1,0,2,1,0,1,0,9,4
5493,4,18,3,6,4.5,3,6,4.5,18,2,2,2,0,2,1,5,4,4,5,3.0,2.2,3.0,2.8,2,0,0,0,5,3,1,2,3.0,0.8,0.2,0.5,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,9,4,8,4,4,2,10,4,5,1,4,1,2,1,0,0,8,0,24,5,5
7818,4,15,3,9,6.2,2,5,3.8,25,1,1,3,2,0,0,7,5,2,7,4.5,3.2,1.2,3.8,3,0,0,0,7,2,2,0,4.2,1.5,0.5,0.0,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,12,13,10,4,4,4,4,9,6,8,5,2,2,2,2,0,0,0,0,20,46,5
8794,2,8,3,5,4.0,3,5,4.0,8,1,0,2,2,2,2,2,3,2,5,2.0,2.5,2.0,3.5,1,2,0,0,1,3,1,0,1.0,2.5,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,6,4,4,3,2,2,2,5,3,1,1,1,0,0,0,1,1,0,1,1,2,4
1931,2,10,4,5,4.5,5,5,5.0,9,2,1,2,4,1,3,4,4,3,4,3.0,4.0,2.0,3.5,2,0,0,0,4,1,2,0,3.0,0.5,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,4,1,3,3,1,1,6,4,2,0,1,1,0,0,0,0,2,0,0,0,5
5421,3,13,4,5,4.3,3,6,4.3,13,1,1,1,3,1,1,4,5,2,2,2.3,3.7,1.7,1.7,0,0,0,0,2,5,2,0,0.7,2.7,1.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,6,10,3,8,4,6,2,10,5,8,3,6,3,5,2,1,2,0,6,0,4,4
2237,2,9,3,6,4.5,4,5,4.5,9,1,1,3,1,1,2,3,2,2,4,3.0,1.5,1.5,3.0,3,0,0,0,3,2,1,0,3.0,1.0,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,4,3,7,6,3,3,5,3,2,1,4,3,1,1,0,0,2,0,2,2,3
4581,2,9,3,7,5.0,3,6,4.5,10,1,1,1,1,2,2,5,7,5,6,3.0,4.0,3.5,4.0,0,1,0,0,0,7,2,0,0.0,4.0,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,5,1,6,3,3,1,5,2,3,1,3,1,2,1,1,2,0,0,0,0,4
5683,2,6,4,6,5.0,2,4,3.0,10,1,1,1,1,3,1,2,3,6,4,1.5,2.0,4.5,2.5,0,0,3,0,0,1,6,0,0.0,0.5,4.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,6,2,3,0,4,2,2,0,4,2,2,0,0,2,2,3,2,0,2
9135,6,28,3,5,3.7,3,7,4.7,22,3,1,1,1,1,1,3,3,4,4,2.0,1.8,2.0,2.3,0,0,0,0,3,3,4,0,1.3,1.2,1.2,0.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,3,3,3,0,0,0,0,0,0,0,0,18,17,11,14,8,8,5,18,11,10,5,6,3,3,1,2,2,3,8,5,0,4
8852,5,19,4,6,5.0,3,6,3.8,25,1,0,1,2,2,1,5,3,5,3,2.0,2.6,3.6,2.4,0,0,0,0,5,3,3,1,1.8,1.2,1.8,0.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,4,3,2,1,1,0,1,0,1,0,1,0,12,10,6,15,8,6,2,12,6,8,4,9,3,5,1,1,2,3,10,22,0,2
9502,4,17,3,5,3.8,2,6,4.2,15,3,0,0,2,1,1,4,4,5,3,2.0,3.0,2.2,2.2,0,0,0,0,3,2,4,1,1.0,1.2,1.2,0.2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,3,1,2,1,1,0,1,0,1,0,0,0,0,0,8,10,4,6,2,2,0,12,6,7,3,3,1,1,0,1,1,3,14,6,6,4
3040,4,26,5,6,5.2,5,7,6.5,21,1,1,4,3,2,2,5,4,5,4,4.2,3.2,3.0,3.2,1,0,0,0,5,1,5,0,3.0,0.5,1.8,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,14,17,6,16,7,10,2,17,7,11,2,10,3,6,0,0,0,3,0,13,18,5
2316,3,12,3,4,3.3,3,5,4.0,10,2,1,1,3,0,1,2,3,3,2,1.7,3.0,1.3,1.7,0,1,0,0,2,3,1,0,1.0,2.0,0.3,0.0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,6,8,3,5,3,2,1,6,3,3,1,2,1,0,0,2,2,0,2,0,2,4
4781,2,12,5,7,6.0,6,6,6.0,12,0,0,3,3,4,2,3,5,6,3,3.0,4.0,5.0,2.5,1,0,0,0,3,2,6,0,2.0,1.0,3.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,8,2,11,3,7,1,9,2,6,1,9,2,6,1,1,1,2,0,0,0,2
885,4,20,3,6,4.5,4,6,5.0,18,0,0,1,2,2,1,3,4,5,3,2.2,3.0,3.0,2.0,0,2,0,0,1,4,2,0,0.8,2.8,1.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,2,1,0,0,0,0,0,0,0,0,14,15,9,11,7,8,4,12,9,9,6,5,4,4,3,1,4,3,17,4,0,4
3463,3,16,3,5,4.0,4,7,5.3,12,1,0,2,1,2,2,3,4,3,5,2.7,2.0,2.3,3.0,2,0,0,0,3,2,1,0,2.7,1.0,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,11,8,5,9,5,5,2,10,7,4,3,5,3,3,2,1,1,3,2,4,6,2
6429,3,12,6,6,6.0,3,5,4.0,18,0,0,2,2,2,3,3,4,3,3,2.3,3.0,2.7,3.0,1,1,1,0,2,3,3,1,1.7,2.0,2.0,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,8,9,6,10,7,8,6,9,6,6,4,7,5,5,4,0,3,3,18,9,15,4
3209,3,20,5,7,6.0,5,8,6.7,18,2,1,2,3,4,2,5,5,5,4,3.0,4.3,4.7,3.3,1,0,0,0,5,5,0,0,2.7,3.3,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,15,7,13,4,9,3,14,4,11,3,11,3,8,2,0,0,1,0,3,24,5
567,3,15,4,6,5.0,4,6,5.0,15,0,0,2,1,3,2,4,5,5,3,3.0,2.7,3.7,2.3,0,0,0,0,4,4,2,1,2.0,1.3,1.3,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,2,1,1,0,1,1,0,0,0,0,0,0,7,9,4,10,4,5,2,12,6,7,4,7,3,3,2,0,2,2,4,4,7,4
504,3,10,5,8,6.0,2,5,3.3,18,1,1,1,2,1,3,2,6,3,6,1.7,4.3,1.7,4.0,0,2,0,0,2,6,1,0,1.0,4.3,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,6,8,4,6,4,5,3,7,4,5,2,4,2,3,1,1,1,0,11,0,12,4
4024,2,11,4,6,5.0,5,6,5.5,10,0,0,2,1,2,2,3,2,5,3,2.5,1.5,3.5,2.5,0,1,0,0,2,2,5,0,1.0,1.5,2.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,8,6,4,6,3,3,1,7,6,3,3,3,2,1,1,1,2,1,0,0,0,4
5752,2,8,3,5,4.0,4,4,4.0,8,2,2,1,3,1,2,2,5,2,2,1.5,4.0,1.5,2.0,0,3,0,0,0,5,0,0,0.0,4.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,3,2,2,1,6,4,4,2,3,2,2,1,1,0,0,1,0,1,4
4158,5,23,4,5,4.4,3,6,4.6,22,2,1,1,2,1,0,4,3,4,3,3.0,2.6,2.6,1.8,1,0,0,0,4,3,1,0,2.6,1.6,0.2,0.0,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,5,4,4,1,1,1,1,0,0,0,0,0,0,0,0,19,14,11,13,9,8,5,8,7,4,3,3,2,2,1,0,0,5,0,0,0,3
70,4,12,4,6,5.0,2,4,3.0,20,0,0,2,1,1,0,4,3,4,4,2.8,2.0,2.2,2.0,1,1,0,0,3,2,3,0,2.2,1.5,1.2,0.0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,8,11,8,8,5,7,5,7,3,6,3,4,1,3,1,1,2,1,10,19,18,1
6831,5,23,3,6,4.8,2,7,4.6,24,3,1,1,2,0,1,4,4,2,3,2.6,2.8,1.2,2.2,1,0,0,0,4,3,2,1,2.2,1.8,0.6,0.2,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,5,4,4,2,2,2,2,1,1,1,1,0,0,0,0,15,17,10,14,8,11,5,16,10,12,7,10,5,8,3,0,0,0,0,0,31,6
7576,3,12,3,5,4.0,3,5,4.0,12,2,1,1,2,1,1,4,4,3,3,2.3,3.0,2.0,2.0,0,0,0,0,4,4,1,0,2.0,1.7,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,7,9,5,5,3,3,2,7,4,5,3,3,1,2,1,2,1,0,1,0,7,4
3483,4,27,5,6,5.8,5,8,6.8,23,3,1,2,2,3,2,4,6,4,6,3.0,4.5,3.5,4.5,0,2,0,0,2,6,1,1,0.8,4.5,0.2,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,0,1,0,1,1,1,1,0,0,0,0,14,13,7,20,10,8,3,21,11,9,6,16,8,6,3,2,2,0,36,0,97,4
8189,4,19,3,5,4.0,3,7,4.8,16,1,0,2,2,1,1,4,4,4,4,2.5,2.5,2.5,2.5,2,0,0,0,4,2,1,1,2.5,1.0,0.2,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,0,0,1,1,1,1,0,0,0,0,10,13,6,11,5,6,1,11,6,7,4,5,3,2,1,1,1,3,4,10,13,2
3166,3,12,5,6,5.3,3,5,4.0,16,0,0,2,1,2,2,4,3,4,4,3.0,2.3,3.0,3.0,2,1,0,0,4,3,1,0,3.0,2.0,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,8,9,5,9,6,6,3,6,3,4,1,5,3,3,1,2,3,7,3,7,7,2
